IdPuntoRecarga|Operador|Direccion|CodPostal|Provincia|Municipio|Localizacion|CoordenadaXDec|CoordenadaYDec|PotenciaMaxima
ES*FCT*E229185|CHARGING TOGETHER SL|Del Reino Unido ,2|11408|CADIZ|JEREZ DE LA FRONTERA|APARCAMIENTO ÁEREO|-6.144705|36.669079|100.00
ES*FCT*E229247|CHARGING TOGETHER SL|Av. Fernando Alonso,2|28108|MADRID|ALCOBENDAS|A LO LARGO DE LA AUTOPISTA|-3.618912|40.533877|150.00
ES*FCT*E229310|CHARGING TOGETHER SL|Metalurgia ,2|33211|ASTURIAS|GIJON|A LO LARGO DE LA AUTOPISTA|-5.7118|43.5253|50.00
ES*FCT*E228026|CHARGING TOGETHER SL|Humanes,170|28971|MADRID|GRIÑON|APARCAMIENTO ÁEREO|-3.843454|40.226832|150.00
ES*FCT*E228028|CHARGING TOGETHER SL|Can Rigat 12S,244|8788|BARCELONA|VILANOVA DEL CAMI|APARCAMIENTO EN SUPERFICIE|1.652007|41.568897|120.00
ES*FCT*E228035|CHARGING TOGETHER SL|Josep Segura Farré,701|25191|LLEIDA|LLEIDA|APARCAMIENTO EN SUPERFICIE|0.66487|41.62202|50.00
ES*FCT*E228083|CHARGING TOGETHER SL|Migjorn,4|12539|CASTELLON|ALQUERIAS DEL NIÑO PERDIDO|EN LA CALLE|-0.126218|39.898302|180.00
ES*FCT*E228042|CHARGING TOGETHER SL|Cervera,S/N|25300|LLEIDA|TARREGA|APARCAMIENTO EN SUPERFICIE|1.15346|41.653719|22.00
ES*FCT*E228044|CHARGING TOGETHER SL|Floristeria,1|23400|JAEN|UBEDA|EN LA CALLE|-3.36654|38.02476|120.00
ES*FCT*E228403|CHARGING TOGETHER SL|De Madrid Km 4,S/N|3006|ALICANTE|ALICANTE|APARCAMIENTO EN SUPERFICIE|-0.539848|38.345524|100.00
ES*FCT*E228201|CHARGING TOGETHER SL|Carr. De Barcelona,44|46530|VALENCIA|PUZOL|APARCAMIENTO ÁEREO|-0.30439|39.623316|100.00
ES*FCT*E228759|CHARGING TOGETHER SL|Na-6801, Km 91.5,S/N|31592|NAVARRA|CINTRUENIGO|A LO LARGO DE LA AUTOPISTA|-1.794573|42.071516|100.00
ES*FCT*E228989|CHARGING TOGETHER SL|Nueva Montaña ,2B|39011|CANTABRIA|SANTANDER|A LO LARGO DE LA AUTOPISTA|-3.839394|43.440266|150.00
ES*FCT*E228741|CHARGING TOGETHER SL|Pol. Ind. Montes Del Cierzo Cn-232,Km 86|31500|NAVARRA|TUDELA|A LO LARGO DE LA AUTOPISTA|-1.675233|42.120697|400.00
ES*FCT*E229021|CHARGING TOGETHER SL|C,  Poligono Arroyomolinos,3|28938|MADRID|MOSTOLES|A LO LARGO DE LA AUTOPISTA|-3.868947|40.313736|100.00
ES*FCT*E229488|CHARGING TOGETHER SL|Av. Del Párroco Pablo Díez,487|24010|LEON|SAN ANDRES DEL RABANEDO|APARCAMIENTO ÁEREO|-5.620492|42.58853|150.00
ES*FCT*E229481|CHARGING TOGETHER SL|Genal,3|29400|MALAGA|RONDA|A LO LARGO DE LA AUTOPISTA|-5.164099|36.75099|100.00
ES*FCT*E229477|CHARGING TOGETHER SL|Carrer Maó C-721 Mahon-Ciudadela,Km 43,5|7760|BALEARES|CIUTADELLA DE MENORCA|A LO LARGO DE LA AUTOPISTA|3.850538|40.004731|150.00
ES*FCT*E229749|CHARGING TOGETHER SL|Autovia A-7 Km. 1143, Crta. T-312 Km. 2,2|43850|TARRAGONA|CAMBRILS|APARCAMIENTO EN SUPERFICIE|1.036717|41.085999|22.00
ES*SHE*E246047090001|EXANERGÍA S.L.|Carretera Aldeire, 1|18512|Granada|Calahorra, La|APARCAMIENTO EN SUPERFICIE|-3.06199831|37.1791733|22.00
ES*SHE*E12128025310007|EXANERGÍA S.L.|Calle Linares 1|23600|Jaén|Martos|APARCAMIENTO EN SUPERFICIE|-3.97088121|37.7086913|100.00
ES*FEN*E0686|FENIE ENERGIA SA|CARRER DE LA SIMPATICA, 89|43500|Tarragona|Tortosa|APARCAMIENTO EN SUPERFICIE|0.543666938|40.8137182|22.00
ES*EVC*E25637|Etecnic Movilidad Electrica SRL|Sant Joan De Fabregues, 1|8569|Barcelona|Rupit|OTRO|2.464842|42.026035|22.00
ES*IBD*E212843|IBERDROLA CLIENTES S.A.U|Doctor Villa,N/A|41410|SEVILLA|CARMONA|APARCAMIENTO EN SUPERFICIE|-5.65177|37.463759|50.00
ES*IBD*E222045|IBERDROLA CLIENTES S.A.U|Hytasa,33|41006|SEVILLA|SEVILLA|APARCAMIENTO ÁEREO|-5.961904|37.37255|22.00
ES*IBD*E228908|IBERDROLA CLIENTES S.A.U|Del Celler,S/N|8172|BARCELONA|SANT CUGAT DEL VALLES|APARCAMIENTO ÁEREO|2.085129|41.47137|22.00
ES*IBD*E233427|IBERDROLA CLIENTES S.A.U|Gran Via Castell De Bairen,42|46701|VALENCIA|GANDIA|APARCAMIENTO EN SUPERFICIE|-0.185721|38.986509|22.00
ES*IBD*E221353|IBERDROLA CLIENTES S.A.U|Montalban,39|14500|CORDOBA|PUENTE GENIL|APARCAMIENTO ÁEREO|-4.764911|37.397227|50.00
ES*IBD*E232158|IBERDROLA CLIENTES S.A.U|Comarques Del Pais Valencia,100|46930|VALENCIA|QUART DE POBLET|APARCAMIENTO EN SUPERFICIE|-0.501581|39.47247|22.00
ES*IBD*E234852|IBERDROLA CLIENTES S.A.U|Hacienda De Pavones,231|28030|MADRID|MADRID|EN LA CALLE|-3.634459|40.400503|100.00
ES*IBD*E235347|IBERDROLA CLIENTES S.A.U|Eugenia De Montijo,36|28047|MADRID|MADRID|EN LA CALLE|-3.752603|40.379275|65.00
ES*IBD*E222903|IBERDROLA CLIENTES S.A.U|Cortes Valencianas,6|3177|ALICANTE|DAYA VIEJA|APARCAMIENTO ÁEREO|-0.735894|38.103739|22.00
ES*IBD*E222560|IBERDROLA CLIENTES S.A.U|San Miguel De Salinas,1|3189|ALICANTE|ORIHUELA|APARCAMIENTO ÁEREO|-0.768477|37.93353|22.00
ES*IBD*E222263|IBERDROLA CLIENTES S.A.U|Laurea Miro,164|8950|BARCELONA|ESPLUGUES DE LLOBREGAT|APARCAMIENTO ÁEREO|2.09275|41.3775|22.00
ES*IBD*E222901|IBERDROLA CLIENTES S.A.U|Nueva,11|3688|ALICANTE|FONDO DE LES NEUS|APARCAMIENTO ÁEREO|-0.852278|38.307797|22.00
ES*IBD*E233123|IBERDROLA CLIENTES S.A.U|Arquillos,S/N|23300|JAEN|VILLACARRILLO|APARCAMIENTO ÁEREO|-3.095912|38.113526|22.00
ES*IBD*E233486|IBERDROLA CLIENTES S.A.U|Santa Florencia,1|28021|MADRID|MADRID|EN LA CALLE|-3.691061|40.349492|100.00
ES*IBD*E222578|IBERDROLA CLIENTES S.A.U|Can Pau Birol Mercadona,S/N|17005|GIRONA|GIRONA|APARCAMIENTO ÁEREO|2.806654|41.96728|22.00
ES*IBD*E263384|IBERDROLA CLIENTES S.A.U|França,S/N|25530|LLEIDA|VIELHA E MIJARAN|APARCAMIENTO EN SUPERFICIE|0.797652|42.711071|100.00
ES*IBD*E250396|IBERDROLA CLIENTES S.A.U|De Cuba,N/A|41011|SEVILLA|SEVILLA|APARCAMIENTO ÁEREO|-5.997831|37.379709|7.40
ES*IBD*E263286|IBERDROLA CLIENTES S.A.U|Solsona,25|8227|BARCELONA|TERRASSA|APARCAMIENTO EN SUPERFICIE|2.035194|41.576753|22.00
ES*IBD*E263288|IBERDROLA CLIENTES S.A.U|Mahón,0|29640|MALAGA|BENALMADENA|APARCAMIENTO EN SUPERFICIE|-4.629639|36.547023|22.00
ES*IBD*E249669|IBERDROLA CLIENTES S.A.U|Maria Pilar De Las Heras,7|50014|ZARAGOZA|ZARAGOZA|APARCAMIENTO ÁEREO|-0.861782|41.659313|22.00
ES*IBD*E262894|IBERDROLA CLIENTES S.A.U|Guipuzcoa / Gipuzkoako Etorbidea,44|31012|NAVARRA|PAMPLONA|APARCAMIENTO EN SUPERFICIE|-1.666229|42.831806|22.00
ES*IBD*E262890|IBERDROLA CLIENTES S.A.U|Quel,20|26580|LA RIOJA|ARNEDO|APARCAMIENTO EN SUPERFICIE|-2.092723|42.229153|22.00
ES*IBD*E263268|IBERDROLA CLIENTES S.A.U|Monsalve,2|49008|ZAMORA|ZAMORA|APARCAMIENTO EN SUPERFICIE|-5.742877|41.511823|22.00
ES*728*EPOSTE1|ESTACION DE SERVICIO LOW COST 2015 S.L.|POLIGONO INDUSTRIAL BARRO-MEIS PARCELA A1|36692|Pontevedra|Barro|OTRO|-8.6780487|42.5135789|44.00
ES*FCT*E229494|CHARGING TOGETHER SL|Adra,S/N|4700|ALMERIA|EL EJIDO|A LO LARGO DE LA AUTOPISTA|-2.827595|36.76919|100.00
ES*FCT*E229583|CHARGING TOGETHER SL|Industria,Sn|43850|TARRAGONA|CAMBRILS|A LO LARGO DE LA AUTOPISTA|1.039429|41.078515|150.00
ES*FCT*E229187|CHARGING TOGETHER SL|Ibarreta,5021|48970|BIZKAIA|BASAURI|APARCAMIENTO ÁEREO|-2.88675|43.231551|200.00
ES*FCT*E229403|CHARGING TOGETHER SL|N-632,Km 109|33458|ASTURIAS|SOTO DEL BARCO|A LO LARGO DE LA AUTOPISTA|-6.02618|43.54166|150.00
ES*FCT*E227666|CHARGING TOGETHER SL|Juan Ramon Jimenez,2|26142|LA RIOJA|VILLAMEDIANA DE IREGUA|APARCAMIENTO ÁEREO|-2.419463|42.423051|100.00
ES*FCT*E229563|CHARGING TOGETHER SL|Calle Ancha,49|4621|ALMERIA|VERA|APARCAMIENTO EN SUPERFICIE|-1.874|37.249896|150.00
ES*FCT*E229869|CHARGING TOGETHER SL|Maestro Francisco Casanovas,1|3182|ALICANTE|TORREVIEJA|APARCAMIENTO EN SUPERFICIE|-0.678944|37.982744|60.00
ES*FCT*E229734|CHARGING TOGETHER SL|Pilar Miró,2|28521|MADRID|RIVAS VACIAMADRID|APARCAMIENTO EN SUPERFICIE|-3.517737|40.348775|100.00
ES*FCT*E229705|CHARGING TOGETHER SL|Hermanos Granda ,S/N|33630|ASTURIAS|LENA|A LO LARGO DE LA AUTOPISTA|-5.829136|43.165847|150.00
ES*FCT*E229703|CHARGING TOGETHER SL|De Novelda,127|3009|ALICANTE|ALICANTE|APARCAMIENTO EN SUPERFICIE|-0.49629|38.366125|150.00
ES*FCT*E229908|CHARGING TOGETHER SL|D'herrero ,36|12005|CASTELLON|CASTELLON DE LA PLANA|APARCAMIENTO EN SUPERFICIE|-0.040457|39.980461|22.00
ES*FCT*E229280|CHARGING TOGETHER SL|Brasilia,7|34004|PALENCIA|PALENCIA|APARCAMIENTO ÁEREO|-4.518934|42.011024|100.00
ES*FCT*E229683|CHARGING TOGETHER SL|De Picanya,47|46900|VALENCIA|TORRENT|APARCAMIENTO EN SUPERFICIE|-0.457368|39.441065|100.00
ES*FCT*E227664|CHARGING TOGETHER SL|Anastasio Mateo ,39|26142|LA RIOJA|VILLAMEDIANA DE IREGUA|APARCAMIENTO ÁEREO|-2.417773|42.43064|100.00
ES*FCT*E229906|CHARGING TOGETHER SL|Severo Ochoa,8|46460|VALENCIA|SILLA|APARCAMIENTO EN SUPERFICIE|-0.409476|39.366846|150.00
ES*FCT*E228383|CHARGING TOGETHER SL|Ipertegui Ii,12|31160|NAVARRA|ORKOIEN|APARCAMIENTO EN SUPERFICIE|-1.691467|42.818211|150.00
ES*FCT*E228721|CHARGING TOGETHER SL|Pla De Carrases Cv-35,Salida 30|46160|VALENCIA|LLIRIA|APARCAMIENTO EN SUPERFICIE|-0.639315|39.651575|120.00
ES*FCT*E229963|CHARGING TOGETHER SL|Menorca,19|46023|VALENCIA|VALENCIA|APARCAMIENTO EN SUPERFICIE|-0.3458|39.4566|22.00
ES*IBD*E221740|IBERDROLA CLIENTES S.A.U|Afores Cremallera,N/A|8691|BARCELONA|MONISTROL DE MONTSERRAT|APARCAMIENTO ÁEREO|1.842186|41.615832|400.00
ES*IBD*E234860|IBERDROLA CLIENTES S.A.U|Benissa,2|3190|ALICANTE|PILAR DE LA HORADADA|APARCAMIENTO ÁEREO|-0.788055|37.863933|50.00
ES*IBD*E235133|IBERDROLA CLIENTES S.A.U|Del Sol,31|29740|MALAGA|VELEZ MALAGA|APARCAMIENTO ÁEREO|-4.089982|36.751825|22.00
ES*IBD*E263677|IBERDROLA CLIENTES S.A.U|Fontsanta,0|8970|BARCELONA|SANT JOAN DESPI|APARCAMIENTO EN SUPERFICIE|2.075279|41.371898|22.00
ES*IBD*E263602|IBERDROLA CLIENTES S.A.U|Cesar Real De La Riva,30|37008|SALAMANCA|CARBAJOSA DE LA SAGRADA|APARCAMIENTO EN SUPERFICIE|-5.677873|40.956754|22.00
ES*IBD*E263757|IBERDROLA CLIENTES S.A.U|Madrid Coruña,14|47400|VALLADOLID|MEDINA DEL CAMPO|APARCAMIENTO EN SUPERFICIE|-4.921399|41.323396|22.00
ES*IBD*E263380|IBERDROLA CLIENTES S.A.U|Riu D'alcoi,22|46713|VALENCIA|BELLREGUARD|APARCAMIENTO EN SUPERFICIE|-0.159168|38.94737|22.00
ES*IBD*E263673|IBERDROLA CLIENTES S.A.U|Maria Antonia Jesus Tirado,9|11401|CADIZ|JEREZ DE LA FRONTERA|APARCAMIENTO EN SUPERFICIE|-6.130623|36.682722|22.00
ES*IBD*E263669|IBERDROLA CLIENTES S.A.U|Villamayor,31|37007|SALAMANCA|SALAMANCA|APARCAMIENTO EN SUPERFICIE|-5.669288|40.969316|22.00
ES*IBD*E263671|IBERDROLA CLIENTES S.A.U|Juan De Timoneda,21|11630|CADIZ|ARCOS DE LA FRONTERA|APARCAMIENTO EN SUPERFICIE|-5.7947|36.74302|22.00
ES*IBD*E263418|IBERDROLA CLIENTES S.A.U|Velazquez,54|33211|ASTURIAS|GIJON|APARCAMIENTO EN SUPERFICIE|-5.67468|43.519647|22.00
ES*IBD*E263292|IBERDROLA CLIENTES S.A.U|Nantes,747|36969|PONTEVEDRA|SANXENXO|APARCAMIENTO EN SUPERFICIE|-8.805723|42.434647|22.00
ES*IBD*E263636|IBERDROLA CLIENTES S.A.U|Eulza/Eultzako Etorbidea,1|31010|NAVARRA|BARAÑAIN|APARCAMIENTO EN SUPERFICIE|-1.686475|42.801445|22.00
ES*IBD*E263487|IBERDROLA CLIENTES S.A.U|Rio Escalona,25|46023|VALENCIA|VALENCIA|APARCAMIENTO EN SUPERFICIE|-0.352376|39.463099|22.00
ES*IBD*E263404|IBERDROLA CLIENTES S.A.U|Mairena Del Aljarafe,66|41930|SEVILLA|BORMUJOS|APARCAMIENTO EN SUPERFICIE|-6.072462|37.367167|22.00
ES*IBD*E249955|IBERDROLA CLIENTES S.A.U|Merkatondoa,7|31200|NAVARRA|ESTELLA|APARCAMIENTO ÁEREO|-2.031495|42.663048|105.00
ES*IBD*E263489|IBERDROLA CLIENTES S.A.U|Santiago De Chile,1|41500|SEVILLA|ALCALA DE GUADAIRA|APARCAMIENTO EN SUPERFICIE|-5.859945|37.312239|22.00
ES*REP*E14648*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Arantzazuko Ama, 25, Parking Ext.|20560|País Vasco|Oñati|APARCAMIENTO EN SUPERFICIE|-2.409438|43.028365|22.17
ES*REP*E14644*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Bilbao-Galdakao, 20, Bº Bolueta|48004|País Vasco|Bilbao|APARCAMIENTO EN SUPERFICIE|-2.905264|43.248311|22.17
ES*REP*E2239*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De La Industria, 22|28760|Madrid, Comunidad de|Tres Cantos|GARAJE SUBTERRÁNEO|-3.696933|40.609896|3.68
ES*REP*E14663*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Boulevard De Salburua, S/N, Parking Int. Plta. -1|1003|País Vasco|Vitoria-Gasteiz|APARCAMIENTO EN SUPERFICIE|-2.649626|42.849498|22.17
ES*REP*E14533*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. La Avanzada, S/N, Parking Ext.|48940|País Vasco|Leioa|APARCAMIENTO EN SUPERFICIE|-2.974399|43.317622|22.17
ES*REP*E14785*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De La Ribera, 1, Parking Int. Plta. -1|48903|País Vasco|Barakaldo|APARCAMIENTO EN SUPERFICIE|-2.995849|43.285559|22.17
ES*REP*E4684*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Vila Del Comu 8 Pol. Ind. L´Alba Parc. A-22-A.1|43480|Cataluña|Vila-seca|APARCAMIENTO EN SUPERFICIE|1.155952|41.114059|43.65
ES*REP*E14970*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Bº El Baular, 13 Bis|48860|País Vasco|Zalla|APARCAMIENTO EN SUPERFICIE|-3.125133|43.21031|22.17
ES*REP*E2105*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Callejón Del Pozancón|29700|Andalucía|Vélez-Málaga|EN LA CALLE|-4.104763|36.779881|11.09
ES*REP*E2148*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Lugar De Teiraboa, S/N|15819|Galicia|Arzúa|APARCAMIENTO EN SUPERFICIE|-8.144087|42.930156|6.90
ES*REP*E14791*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Minasoroeta, Parking Int. Plta. -1|20280|País Vasco|Hondarribia|APARCAMIENTO EN SUPERFICIE|-1.793754|43.361583|22.17
ES*REP*E14645*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Pol. Ind. El Cerro. Ctra. De Madrid, S/N|40006|Castilla y León|Segovia|APARCAMIENTO EN SUPERFICIE|-4.11223|40.921133|22.17
ES*REP*E15922*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Plza. De Irún, 6, Parking Int. Plta. 1|20011|País Vasco|Donostia/San Sebastián|APARCAMIENTO EN SUPERFICIE|-1.973914|43.305282|22.17
ES*REP*E14947*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Bº Murueta, S/N, Parking Ext.|48220|País Vasco|Abadiño|APARCAMIENTO EN SUPERFICIE|-2.617221|43.171645|22.17
ES*REP*E14646*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Zaragoza, S/N|31500|Navarra, Comunidad Foral de|Tudela|APARCAMIENTO EN SUPERFICIE|-1.58857|42.035568|22.17
ES*REP*E14789*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Pol. Basterretxe, 2, Bajo 5, Bº Urola  Plta-1|20720|País Vasco|Azkoitia|APARCAMIENTO EN SUPERFICIE|-2.30361|43.172069|22.17
ES*REP*E14634*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Pol. Agustinos. C/ Soto Aizoain, 1601-Prox, Bajo|31013|Navarra, Comunidad Foral de|Pamplona/Iruña|APARCAMIENTO EN SUPERFICIE|-1.679197|42.833604|22.17
ES*REP*E14759*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Araba Kalea, 41, Parking Ext.|20800|País Vasco|Zarautz|APARCAMIENTO EN SUPERFICIE|-2.16392|43.281402|22.17
ES*REP*E4657*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Portal De Elorriaga, 17|1003|País Vasco|Vitoria-Gasteiz|APARCAMIENTO EN SUPERFICIE|-2.649187|42.849431|43.65
ES*REP*E14754*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Otaola, 5, Parking Ext.|20600|País Vasco|Eibar|APARCAMIENTO EN SUPERFICIE|-2.480759|43.18279|22.17
ES*REP*E4668*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Autovía A-8, Km 182, Bº Ambrosero|39791|Cantabria|Bárcena de Cicero|APARCAMIENTO EN SUPERFICIE|-3.542195|43.411207|43.65
ES*REP*E2046*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Paseo Del Conde De Los Gaitanes, 177|28109|Madrid, Comunidad de|Alcobendas|GARAJE SUBTERRÁNEO|-3.602841|40.525192|22.17
ES*REP*E3515*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. M-510, Km 1,8|28292|Madrid, Comunidad de|Galapagar|APARCAMIENTO EN SUPERFICIE|-4.028266|40.625097|43.65
ES*REP*E11695*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Plza. Ubitarte|20870|País Vasco|Elgoibar|EN LA CALLE|-2.416841|43.213498|22.17
ES*REP*E14758*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Bº Musakola, S/N, Parking Ext.|20500|País Vasco|Arrasate/Mondragón|APARCAMIENTO EN SUPERFICIE|-2.472951|43.071915|22.17
ES*REP*E3486*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Alameda De Urquijo, 14, Parking Int. Plta. 1|48008|País Vasco|Bilbao|GARAJE SUBTERRÁNEO|-2.93222|43.259961|7.36
ES*REP*E12086*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ De Méndez Álvaro, 44-46|28045|Madrid, Comunidad de|Madrid|GARAJE SUBTERRÁNEO|-3.684251|40.397884|7.36
ES*REP*E2358*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ José Mardones, S/N|1002|País Vasco|Vitoria-Gasteiz|EN LA CALLE|-2.665555|42.848561|3.68
ES*REP*E4648*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De La Ribera, S/N|48902|País Vasco|Barakaldo|APARCAMIENTO EN SUPERFICIE|-3.006481|43.293091|43.65
ES*REP*E12111*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Alameda De Urquijo, 43, Parking Int. Plta. 2|48008|País Vasco|Bilbao|GARAJE SUBTERRÁNEO|-2.937051|43.259761|7.36
ES*REP*E4669*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Diagonal, 687|8028|Cataluña|Barcelona|APARCAMIENTO EN SUPERFICIE|2.106467|41.382557|43.65
ES*REP*E4665*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. C-1415 Tarrasa-Mataró, Km 17,4|8430|Cataluña|Roca del Vallès, La|APARCAMIENTO EN SUPERFICIE|2.309112|41.596694|43.65
ES*REP*E4658*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. A-2, Km 581,5|8292|Cataluña|Esparreguera|APARCAMIENTO EN SUPERFICIE|1.880926|41.528146|43.65
ES*REP*E2372*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Prudencio Mª Verastegui, 1, Parking Int. Plta. 1|1002|País Vasco|Vitoria-Gasteiz|GARAJE SUBTERRÁNEO|-2.666416|42.849159|3.68
ES*REP*E3543*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. C-66, Km 30,5|17460|Cataluña|Celrà|APARCAMIENTO EN SUPERFICIE|2.865273|42.025462|43.65
ES*REP*E4674*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. De Barcelona, Km 107|46136|Comunitat Valenciana|Museros|APARCAMIENTO EN SUPERFICIE|-0.334236|39.564151|43.65
ES*REP*E4715*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Camino Viejo De Simancas, 46|47008|Castilla y León|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.756304|41.621506|43.65
ES*REP*E4661*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Cala Blanca, 9|7009|Balears, Illes|Palma de Mallorca|APARCAMIENTO EN SUPERFICIE|2.676287|39.597223|43.65
ES*REP*E4739*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Zarautz, 136|20018|País Vasco|Donostia/San Sebastián|APARCAMIENTO EN SUPERFICIE|-2.002232|43.300882|43.65
ES*REP*E4666*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Casablanca, 11|50019|Aragón|Zaragoza|APARCAMIENTO EN SUPERFICIE|-0.939128|41.622869|43.65
ES*REP*E4712*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Asturias, 38|34005|Castilla y León|Palencia|APARCAMIENTO EN SUPERFICIE|-4.548834|42.025748|43.65
ES*REP*E4680*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De La Constitución, 220|33211|Asturias, Principado de|Gijón|APARCAMIENTO EN SUPERFICIE|-5.68373|43.522249|43.65
ES*REP*E13194*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Espinardo, S/N|30100|Murcia, Región de|Murcia|APARCAMIENTO EN SUPERFICIE|-1.145539|38.00515|43.65
ES*REP*E4672*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Valle Inclan S/N|29010|Andalucía|Málaga|APARCAMIENTO EN SUPERFICIE|-4.43408|36.736431|43.65
ES*REP*E4733*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. M-856, Enlace N-V Y N-501|28935|Madrid, Comunidad de|Móstoles|APARCAMIENTO EN SUPERFICIE|-3.88671|40.334069|43.65
ES*REP*E4719*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Einstein, 5|28703|Madrid, Comunidad de|San Sebastián de los Reyes|APARCAMIENTO EN SUPERFICIE|-3.61012|40.544416|43.65
ES*REP*E4716*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. A-2, Km 45,60|19208|Castilla - La Mancha|Alovera|APARCAMIENTO EN SUPERFICIE|-3.235845|40.579478|43.65
ES*REP*E4671*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Puerto De Santa María-Rota, 3|11500|Andalucía|Puerto de Santa María, El|APARCAMIENTO EN SUPERFICIE|-6.240154|36.598629|43.65
ES*REP*E3567*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Autopista A-15 Tudela- Irurzun, Km 102,5|31892|Navarra, Comunidad Foral de|Iza/Itza|APARCAMIENTO EN SUPERFICIE|-1.744144|42.862676|43.65
ES*REP*E3350*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Labeaga Auzoa, 46A|48960|País Vasco|Galdakao|APARCAMIENTO EN SUPERFICIE|-2.818824|43.22351|7.36
ES*REP*E4132*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Alberto Aguilera, 9|28015|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.708544|40.429333|43.65
ES*REP*E2590*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Plza. De La Estación De Autobuses|40002|Castilla y León|Segovia|EN LA CALLE|-4.121772|40.944714|7.36
ES*REP*E2691*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Azpeitiko Plaza Nagusia (Azoka Plazaren Onduan)|20730|País Vasco|Azpeitia|EN LA CALLE|-2.264993|43.183456|7.36
ES*REP*E2815*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Euskal Herria Plazako Aparkalekua|20230|País Vasco|Legazpi|GARAJE SUBTERRÁNEO|-2.333429|43.049669|22.17
ES*REP*E12080*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Urbi|48970|País Vasco|Basauri|DESCONOCIDO|-2.872833|43.237164|7.36
ES*REP*E4704*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. M-602, Km.13|28031|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.639021|40.372233|43.65
ES*REP*E2873*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Secundino Alonso Esq. C/ Virgen Del Rosario (Fuerteventura)|35600|Canarias|Puerto del Rosario|EN LA CALLE|-13.861513|28.498705|50.00
ES*REP*E13195*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Cervantes (Fuerteventura)|35625|Canarias|Pájara|EN LA CALLE|-14.35479|28.059273|50.00
