IdPuntoRecarga|Operador|Direccion|CodPostal|Provincia|Municipio|Localizacion|CoordenadaXDec|CoordenadaYDec|PotenciaMaxima
ES*ERA*E25290|ERANOVUM E-MOBILITY S.L.|Avinguda Alfarp, 23, 46196 Catadau, Valencia|46195|ESP|Catadau|APARCAMIENTO EN SUPERFICIE|-0.57128|39.27781|22.00
ES*ERA*E25292|ERANOVUM E-MOBILITY S.L.|C. Extremadura, S/N, 30180 Bullas, Murcia|30180|ESP|Bullas|APARCAMIENTO EN SUPERFICIE|-1.66585|38.04454|120.00
ES*ERA*E25219|ERANOVUM E-MOBILITY S.L.|126, Avinguda De Burjassot|46025|ESP|València|APARCAMIENTO EN SUPERFICIE|-0.39006|39.48927|7.40
ES*ERA*E25428|ERANOVUM E-MOBILITY S.L.|Ronda Francesc Macià I Lussà S/N, 08302 Mataró, Barcelona, Spain|8302|ESP|Mataró|APARCAMIENTO EN SUPERFICIE|2.43877|41.53298|30.00
ES*ERA*E25386|ERANOVUM E-MOBILITY S.L.|Carrer Bergantí, 5, 17252 Fragata, Girona|17252|ESP|Calonge|APARCAMIENTO EN SUPERFICIE|3.09241|41.84432|7.40
ES*ERA*E25134|ERANOVUM E-MOBILITY S.L.|Avinguda De Novelda, 113, 03205 Elx, Alacant|3205|ESP|Elx|APARCAMIENTO EN SUPERFICIE|-0.71462|38.27554|30.00
ES*ERA*E25150|ERANOVUM E-MOBILITY S.L.|Avinguda Real De Madrid, 59, Pobles Del Sud, 46017 València|46017|ESP|València|APARCAMIENTO EN SUPERFICIE|-0.39174|39.43226|30.00
ES*ERA*E25340|ERANOVUM E-MOBILITY S.L.|Ctra. Al Liñero, S/N, 33315 Villaviciosa, Asturias|33315|ESP|Liñero|APARCAMIENTO EN SUPERFICIE|-5.39886|43.528|7.40
ES*ERA*E25467|ERANOVUM E-MOBILITY S.L.|Carrer Club De Futbol Hercules, S/N, 03008 Alacant, Alicante|3008|ESP|Alacant|APARCAMIENTO EN SUPERFICIE|-0.50706|38.33668|30.00
ES*ERA*E25051|ERANOVUM E-MOBILITY S.L.|Cam. Del Golf, 696, Periurbano - Rural, 33394 Bernueces, Asturias|33391|ESP|Bernueces|APARCAMIENTO EN SUPERFICIE|-5.63869|43.50213|7.40
ES*ERA*E25345|ERANOVUM E-MOBILITY S.L.|Barrio Requejo|33119|ESP|Trubia|APARCAMIENTO EN SUPERFICIE|-5.98234|43.33842|7.40
ES*ERA*E25343|ERANOVUM E-MOBILITY S.L.|Aldea San Juan, 41, 33311 Amandi, Asturias|33311|ESP|Amandi|APARCAMIENTO EN SUPERFICIE|-5.44401|43.46735|150.00
ES*ERA*E25116|ERANOVUM E-MOBILITY S.L.|C. San Sebastian, 37, 09491 Vadocondes, Burgos|9491|ESP|Vadocondes|APARCAMIENTO EN SUPERFICIE|-3.57041|41.6398|7.40
ES*ERA*E25402|ERANOVUM E-MOBILITY S.L.|C. Jesús Arango, 4, 33310 Santolaya De Cabranes, Asturias|33310|ESP|Santolaya de Cabranes|APARCAMIENTO EN SUPERFICIE|-5.41057|43.41675|120.00
ES*ERA*E25199|ERANOVUM E-MOBILITY S.L.|Avenida Del Genil, 41400 Écija, Sevilla|41400|ESP|Écija|APARCAMIENTO EN SUPERFICIE|-5.08593|37.53007|120.00
ES*ERA*E25314|ERANOVUM E-MOBILITY S.L.|C. Emilia Pardo Bazán, 36|33401|ESP|Avilés|APARCAMIENTO EN SUPERFICIE|-5.94048|43.56326|7.40
ES*ERA*E25117|ERANOVUM E-MOBILITY S.L.|Terienzu, 27, 33316 Selorio, Asturias|33316|ESP|Selorio|APARCAMIENTO EN SUPERFICIE|-5.3668|43.51534|60.00
ES*ERA*E25135|ERANOVUM E-MOBILITY S.L.|Av. De Onil, 58, 03420 Castalla, Alicante|3420|ESP|Castalla|APARCAMIENTO EN SUPERFICIE|-0.66914|38.59504|120.00
ES*ERA*E25324|ERANOVUM E-MOBILITY S.L.|Los Prados, 337|33394|ESP|Gijón|APARCAMIENTO EN SUPERFICIE|-5.60916|43.52453|7.40
ES*ERA*E25304|ERANOVUM E-MOBILITY S.L.|C. Felipe Sánchez Román, S/N, 47008 Valladolid|47008|ESP|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.74979|41.61192|60.00
ES*ERA*E25318|ERANOVUM E-MOBILITY S.L.|Carrer Lluís Companys, 8|8870|ESP|Sitges|APARCAMIENTO EN SUPERFICIE|1.81652|41.23951|7.40
ES*ERA*E25157|ERANOVUM E-MOBILITY S.L.|Passeig Francisco Brines, 15, 46780 Oliva, Valencia|46780|ESP|Oliva|APARCAMIENTO EN SUPERFICIE|-0.1143|38.92141|30.00
ES*ERA*E25442|ERANOVUM E-MOBILITY S.L.|Carrer Dels Cintaires, 45, 08242 Manresa, Barcelona|8242|ESP|Manresa|APARCAMIENTO EN SUPERFICIE|1.82953|41.73548|120.00
ES*ERA*E25237|ERANOVUM E-MOBILITY S.L.|Avda. Río Duero, 1, Cobeña, Madrid|28863|ESP|Cobeña|APARCAMIENTO EN SUPERFICIE|-3.51416|40.56078|22.00
ES*ERA*E25337|ERANOVUM E-MOBILITY S.L.|Av. De Juan Xxiii, 10, 28224 Pozuelo De Alarcón, Madrid|28224|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.80865|40.44495|30.00
ES*ERA*E25328|ERANOVUM E-MOBILITY S.L.|Bº Txerloia Auzoa, 8-Bis , Bajo|20720|ESP|Azkoitia|APARCAMIENTO EN SUPERFICIE|-2.30255|43.17284|7.40
ES*ERA*E25353|ERANOVUM E-MOBILITY S.L.|Poligono Industrial La Florida, 2, Bajo;Parc.Comercial, 33950 Sotrondio, Asturias|33958|ESP|Sotrondio|APARCAMIENTO EN SUPERFICIE|-5.61478|43.27795|120.00
ES*ERA*E25347|ERANOVUM E-MOBILITY S.L.|Camino De La Carbayera 306, Granda De Arriba, 33391 Gijón|33391|ESP|Gijón|APARCAMIENTO EN SUPERFICIE|-5.66179|43.50086|60.00
ES*ERA*E25298|ERANOVUM E-MOBILITY S.L.|Av. De Fuentebravía, Km. 0, 5, 11500 El Puerto De Sta María, Cádiz|11500|ESP|El Puerto de Santa María|APARCAMIENTO EN SUPERFICIE|-6.2386|36.59927|22.00
ES*ERA*E25302|ERANOVUM E-MOBILITY S.L.|Av. Víctimas Del Terrorismo, S/N, 11500 El Puerto De Sta María, Cádiz|11500|ESP|El Puerto de Santa María|APARCAMIENTO EN SUPERFICIE|-6.24304|36.60802|22.00
ES*ERA*E25395|ERANOVUM E-MOBILITY S.L.|Av. De Illice, S/N, N-340, 17, 03320 Torrellano, Alicante|3320|ESP|Torrellano|APARCAMIENTO EN SUPERFICIE|-0.5917|38.29253|60.00
ES*ERA*E25378|ERANOVUM E-MOBILITY S.L.|C. De Albacete, 5, Cdad. Lineal, 28027 Madrid|28027|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.65784|40.44269|3.60
ES*ERA*E25072|ERANOVUM E-MOBILITY S.L.|Carrer De Francesc Macià I Llussà, 67-68, 08401 Granollers, Barcelona, España|8402|ESP|Granollers|APARCAMIENTO EN SUPERFICIE|2.28756|41.60125|30.00
ES*ERA*E25052|ERANOVUM E-MOBILITY S.L.|Avinguda De Tarragona, 97, 101, 08720 Vilafranca Del Penedès, Barcelona|8720|ESP|Vilafranca del Penedès|APARCAMIENTO EN SUPERFICIE|1.69517|41.34178|7.40
ES*ERA*E25365|ERANOVUM E-MOBILITY S.L.|C. De Alcalá, 17, Centro, Centro, 28014 Madrid|28014|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.70007|40.41788|22.00
ES*ERA*E25060|ERANOVUM E-MOBILITY S.L.|C/ D'àngel Guimerà, 70, Extramurs, 46008 València|46008|ESP|València|APARCAMIENTO EN SUPERFICIE|-0.39081|39.46948|7.40
ES*ERA*E25048|ERANOVUM E-MOBILITY S.L.|Enric Pubill, Avinguda De Balàfia, 7, 25001 Lleida|25005|ESP|Lleida|APARCAMIENTO EN SUPERFICIE|0.62852|41.62698|120.00
ES*ERA*E25064|ERANOVUM E-MOBILITY S.L.|Passeig De La Muntanya, 148, 08402 Granollers, Barcelona|8402|ESP|Granollers|APARCAMIENTO EN SUPERFICIE|2.29513|41.61247|60.00
ES*ERA*E25014|ERANOVUM E-MOBILITY S.L.|Av. España, 130, 12400 Segorbe, Castellón|12400|ESP|Segorbe|APARCAMIENTO EN SUPERFICIE|-0.49153|39.84775|30.00
ES*ERA*E25009|ERANOVUM E-MOBILITY S.L.|Calle Calvario, 101|21710|ESP|Bollullos Par del Condado|APARCAMIENTO EN SUPERFICIE|-6.53977|37.33283|49.00
ES*ERA*E25062|ERANOVUM E-MOBILITY S.L.|Calle Miguel De Cervantes, 3|30880|ESP|Águilas|APARCAMIENTO EN SUPERFICIE|-1.58883|37.40775|49.00
ES*ERA*E25073|ERANOVUM E-MOBILITY S.L.|1, Avenida Grazia Deledda|28909|ESP|Getafe|APARCAMIENTO EN SUPERFICIE|-3.6558|40.32174|150.00
ES*ERA*E25066|ERANOVUM E-MOBILITY S.L.|Av. Ramón Menéndez Pidal, 60, 02005 Albacete|2005|ESP|Albacete|APARCAMIENTO EN SUPERFICIE|-1.86417|39.0039|30.00
ES*ERA*E25481|ERANOVUM E-MOBILITY S.L.|C. Henry Collet, 12, 1B, 37007 Salamanca|37007|ESP|Salamanca|APARCAMIENTO EN SUPERFICIE|-5.68026|40.96915|100.00
ES*ERA*E25129|ERANOVUM E-MOBILITY S.L.|Carretera Del Obispo 125, 33209 Gijón, Asturias|33209|ESP|Gijón|APARCAMIENTO EN SUPERFICIE|-5.66306|43.51685|60.00
ES*ERA*E25050|ERANOVUM E-MOBILITY S.L.|C. Málaga, Campohermoso, Níjar, Almería|4110|ESP|Campohermoso|APARCAMIENTO EN SUPERFICIE|-2.13383|36.93955|120.00
ES*ERA*E25358|ERANOVUM E-MOBILITY S.L.|Av. De La Via Augusta, 15, 08174 Sant Cugat Del Vallès, Barcelona|8174|ESP|Sant Cugat del Vallès|APARCAMIENTO EN SUPERFICIE|2.05038|41.48322|7.40
ES*ERA*E25075|ERANOVUM E-MOBILITY S.L.|Av. Juan Carlos I, 1, 30400 Caravaca De La Cruz, Murcia|30400|ESP|Caravaca de la Cruz|APARCAMIENTO EN SUPERFICIE|-1.86277|38.10297|7.40
ES*ERA*E25107|ERANOVUM E-MOBILITY S.L.|Av. Madrid, 27, 23200 La Carolina, Jaén|23200|ESP|La Carolina|APARCAMIENTO EN SUPERFICIE|-3.60797|38.27831|120.00
ES*ERA*E25077|ERANOVUM E-MOBILITY S.L.|Calle Egido, 32|28794|ESP|Guadalix de la Sierra|APARCAMIENTO EN SUPERFICIE|-3.69078|40.78428|7.40
ES*ERA*E25265|ERANOVUM E-MOBILITY S.L.|Centro Comercial Green Park, Av. Del Golf, 117, 30506 Altorreal, Murcia|30506|ESP|Altorreal|APARCAMIENTO EN SUPERFICIE|-1.17787|38.06704|7.40
ES*ERA*E25502|ERANOVUM E-MOBILITY S.L.|Av. De Manoteras, 12, Hortaleza, 28050 Madrid|28050|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.66998|40.4883|30.00
ES*ERA*E25173|ERANOVUM E-MOBILITY S.L.|C/ De Miguel, Carrer De Miquel V Arnau Abad, 8, 12600 La Vall D'uixó, Castelló|12600|ESP|Vall de Uxó|APARCAMIENTO EN SUPERFICIE|-0.22906|39.82074|22.00
ES*ERA*E25111|ERANOVUM E-MOBILITY S.L.|Poeta Mariano Roldan, Local 4, 41710 Utrera, Sevilla|41710|ESP|Utrera|APARCAMIENTO EN SUPERFICIE|-5.77371|37.17521|120.00
ES*ERA*E25125|ERANOVUM E-MOBILITY S.L.|C. Johannes Kepler, 3-1, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00409|37.40911|22.00
ES*ERA*E25105|ERANOVUM E-MOBILITY S.L.|Av. Blás Infante, 18, 23740 Andújar, Jaén|23740|ESP|Andújar|APARCAMIENTO EN SUPERFICIE|-4.04088|38.03844|120.00
ES*ERA*E25079|ERANOVUM E-MOBILITY S.L.|Carrer De L'olivera, 21, 17004 Girona|17004|ESP|Girona|APARCAMIENTO EN SUPERFICIE|2.82625|41.97608|22.00
ES*ERA*E25109|ERANOVUM E-MOBILITY S.L.|Calle Suiza, S/N, 11408 Jerez De La Frontera, Cádiz|11408|ESP|Jerez de la Frontera|APARCAMIENTO EN SUPERFICIE|-6.15498|36.65992|120.00
ES*ERA*E25103|ERANOVUM E-MOBILITY S.L.|N-141C, 102, 08272 Sant Fruitós De Bages, Barcelona|8272|ESP|Sant Fruitós de Bages|APARCAMIENTO EN SUPERFICIE|1.87844|41.75207|30.00
ES*ERA*E25127|ERANOVUM E-MOBILITY S.L.|Playa De Miracielos - Barro, 33595 Llanes|33595|ESP|Llanes|APARCAMIENTO EN SUPERFICIE|-4.82446|43.43463|60.00
ES*ERA*E25055|ERANOVUM E-MOBILITY S.L.|C. Sector Y-1 Campoa-Sector Nort, 171, 03189 Orihuela, Alicante|3189|ESP|Orihuela|APARCAMIENTO EN SUPERFICIE|-0.74463|37.90921|120.00
ES*ERA*E25406|ERANOVUM E-MOBILITY S.L.|C. Boj, 4, 28231 Las Rozas De Madrid, Madrid|28231|ESP|Las Rozas de Madrid|APARCAMIENTO EN SUPERFICIE|-3.86105|40.49651|2.90
ES*ERA*E25121|ERANOVUM E-MOBILITY S.L.|Puerto De Dénia, Edificio Capitanía, Dársena De Babor, S/N, 03700 Dénia, Alicante|3700|ESP|Dénia|APARCAMIENTO EN SUPERFICIE|0.12025|38.84186|22.00
ES*ERA*E25119|ERANOVUM E-MOBILITY S.L.|C. Max Planck & C. Gregor J. Mendel, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00544|37.40291|22.00
ES*ERA*E25156|ERANOVUM E-MOBILITY S.L.|C. Leonardo Da Vinci & C. Louis Braille, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00709|37.40495|22.00
ES*ERA*E25165|ERANOVUM E-MOBILITY S.L.|Av. Juan Ramón Jiménez, 156, 30420 Calasparra, Murcia|30420|ESP|Calasparra|APARCAMIENTO EN SUPERFICIE|-1.70924|38.22572|22.00
ES*ERA*E25143|ERANOVUM E-MOBILITY S.L.|Av. De Grecia, 34, 41012 Sevilla|41012|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.98424|37.35096|22.00
ES*ERA*E25202|ERANOVUM E-MOBILITY S.L.|C. Puerto De Los Leones, 2, 28220 Majadahonda, Madrid|28220|ESP|Majadahonda|APARCAMIENTO EN SUPERFICIE|-3.87511|40.47524|60.00
ES*ERA*E25398|ERANOVUM E-MOBILITY S.L.|S/N, Calle Arenales, Los|33195|ESP|Los Arenales|APARCAMIENTO EN SUPERFICIE|-5.83533|43.34554|7.40
ES*ERA*E25137|ERANOVUM E-MOBILITY S.L.|C/ Leonardo Da Vinci Esq Jackes Cousteau, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00665|37.40718|22.00
ES*ERA*E25146|ERANOVUM E-MOBILITY S.L.|C. Max Planck, 15, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00574|37.40134|22.00
ES*ERA*E25140|ERANOVUM E-MOBILITY S.L.|Polígono Talluntxe Ii C/Q Nº 1, 31192 Tajonar, Navarra|31192|ESP|Mutilva|APARCAMIENTO EN SUPERFICIE|-1.6338|42.77413|150.00
ES*ERA*E25403|ERANOVUM E-MOBILITY S.L.|C. Gral. Espartero, 5, 13240 La Solana, Ciudad Real|13240|ESP|La Solana|APARCAMIENTO EN SUPERFICIE|-3.23314|38.94346|60.00
ES*ERA*E25414|ERANOVUM E-MOBILITY S.L.|Av. De La Onu, 65, 28936 Móstoles, Madrid|28936|ESP|Móstoles|APARCAMIENTO EN SUPERFICIE|-3.85018|40.31585|7.40
ES*ERA*E25388|ERANOVUM E-MOBILITY S.L.|C. Del Alcalde Pablo Duran Y Perez Castro, 1, 28914 Leganés, Madrid|28914|ESP|Leganés|APARCAMIENTO EN SUPERFICIE|-3.78732|40.32185|60.00
ES*ERA*E25188|ERANOVUM E-MOBILITY S.L.|C. Prim, 12, 13250 Daimiel, Ciudad Real|13250|ESP|Daimiel|APARCAMIENTO EN SUPERFICIE|-3.6099|39.0686|22.00
ES*ERA*E25487|ERANOVUM E-MOBILITY S.L.|C. De Albacete, 5, Cdad. Lineal, 28027 Madrid|28027|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.6581|40.4434|7.40
ES*ERA*E25492|ERANOVUM E-MOBILITY S.L.|C. De Albacete, 5, Cdad. Lineal, 28027 Madrid|28027|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.65769|40.44343|7.40
ES*ERA*E25429|ERANOVUM E-MOBILITY S.L.|Cl. De Ayala, 64, Salamanca, 28001 Madrid|28001|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.6808|40.42736|30.00
ES*ERA*E25396|ERANOVUM E-MOBILITY S.L.|Pol. Ind. La Curiscada, Calle C, Parcelas 541, 33877, Asturias|33877|ESP|Tineo|APARCAMIENTO EN SUPERFICIE|-6.37763|43.35583|60.00
ES*ERA*E25183|ERANOVUM E-MOBILITY S.L.|Av. Los Gavilanes, 77, 41006 Sevilla|41006|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.95284|37.37324|22.00
ES*ERA*E25179|ERANOVUM E-MOBILITY S.L.|Av. De Eduardo Castro, 165, Gijon-Oeste, 33212 Gijón, Asturias|33212|ESP|Gijón|APARCAMIENTO EN SUPERFICIE|-5.7006|43.55161|120.00
ES*ERA*E25436|ERANOVUM E-MOBILITY S.L.|Rda. De Pte., 28760 Tres Cantos, Madrid|28760|ESP|Tres Cantos|APARCAMIENTO EN SUPERFICIE|-3.71902|40.60544|7.40
ES*ERA*E25160|ERANOVUM E-MOBILITY S.L.|C. Padre Mediavilla, 2, 41012 Sevilla|41012|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.98305|37.35764|22.00
ES*ERA*E25435|ERANOVUM E-MOBILITY S.L.|C. Pruna, 51, 41006 Sevilla|41006|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.95033|37.36927|22.00
ES*ERA*E25443|ERANOVUM E-MOBILITY S.L.|Mercado De Ganados, Pozu Los Llobos, S/N, 33550 Cangas De Onís, Asturias|33559|ESP|Cangas de Onís|APARCAMIENTO EN SUPERFICIE|-5.1134|43.34996|60.00
ES*ERA*E25220|ERANOVUM E-MOBILITY S.L.|Sta. Ana - Playa España, 5-6, 33314 Villaviciosa, Asturias|33314|ESP|Villaviciosa|APARCAMIENTO EN SUPERFICIE|-5.54261|43.53161|60.00
ES*ERA*E25225|ERANOVUM E-MOBILITY S.L.|C. Jesús Presentado Al Pueblo, 1, 41018 Sevilla|41018|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.97947|37.38918|22.00
ES*ERA*E25113|ERANOVUM E-MOBILITY S.L.|C/ De Sicília, 236, Eixample, 08013 Barcelona|8013|ESP|Barcelona|APARCAMIENTO EN SUPERFICIE|2.1772|41.39907|22.00
ES*ERA*E25171|ERANOVUM E-MOBILITY S.L.|Carrer Sant Antoni, 3, 25594 Rialp, Lleida|25594|ESP|Rialp|APARCAMIENTO EN SUPERFICIE|1.13368|42.44286|120.00
ES*ERA*E25425|ERANOVUM E-MOBILITY S.L.|Vicálvaro, C. Pirotecnia, 59, Vicálvaro, 28052 Madrid|28052|ESP|Madrid|APARCAMIENTO EN SUPERFICIE|-3.59101|40.39622|22.00
ES*ERA*E25259|ERANOVUM E-MOBILITY S.L.|Cl. Mayor, 139, 30820 Alcantarilla, Murcia|30820|ESP|Alcantarilla|APARCAMIENTO EN SUPERFICIE|-1.21611|37.96826|7.40
ES*ERA*E25272|ERANOVUM E-MOBILITY S.L.|Carrer De La Mare De Déu Del Pilar, S/N, 12500 Vinaròs, Castelló|12500|ESP|Vinaròs|APARCAMIENTO EN SUPERFICIE|0.46992|40.47051|22.00
ES*ERA*E25423|ERANOVUM E-MOBILITY S.L.|Carrer De Jeroni Pujades, 31, 25005 Lleida|25005|ESP|Lleida|APARCAMIENTO EN SUPERFICIE|0.63674|41.62339|22.00
ES*ERA*E25446|ERANOVUM E-MOBILITY S.L.|Av. Alcalde Lorenzo Ginés Brandín, 2, 28750 San Agustín Del Guadalix, Madrid|28750|ESP|San Agustín del Guadalix|APARCAMIENTO EN SUPERFICIE|-3.61196|40.68603|22.00
ES*ERA*E25441|ERANOVUM E-MOBILITY S.L.|Via De Servicio, Carretera N-634, La, Ctra. La Recta Peñaflor, 22, 33829 Grado, Asturias|33820|ESP|Grado|APARCAMIENTO EN SUPERFICIE|-6.05398|43.39631|22.00
ES*ERA*E25449|ERANOVUM E-MOBILITY S.L.|C. Metalurgia, 61, Norte, 41007 Sevilla|41007|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.95532|37.41168|22.00
ES*ERA*E25223|ERANOVUM E-MOBILITY S.L.|C/ Páez De Rivera, 2, 41012 Sevilla|41012|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.98537|37.36353|22.00
ES*ERA*E25448|ERANOVUM E-MOBILITY S.L.|Carrer Oliva, 2, 46710 Daimús, Valencia|46710|ESP|Daimús|APARCAMIENTO EN SUPERFICIE|-0.1577|38.97114|80.00
ES*ERA*E25450|ERANOVUM E-MOBILITY S.L.|C. Estrella Sadir, 1-B, Norte, 41015 Sevilla|41015|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.97097|37.42603|22.00
ES*ERA*E25451|ERANOVUM E-MOBILITY S.L.|Av. Ronda Del Tamarguillo, 41006 Sevilla|41005|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.96036|37.38051|22.00
ES*ERA*E25454|ERANOVUM E-MOBILITY S.L.|P.º Del Gral. Dávila, 115, 39006 Santander, Cantabria|39006|ESP|Santander|APARCAMIENTO EN SUPERFICIE|-3.82199|43.46361|60.00
ES*ERA*E25456|ERANOVUM E-MOBILITY S.L.|Av. De Barcelona, 25, 08222 Terrassa, Barcelona|8222|ESP|Terrassa|APARCAMIENTO EN SUPERFICIE|2.0285|41.56077|7.40
ES*ERA*E25458|ERANOVUM E-MOBILITY S.L.|C. Pedro Muñoz Torres, 3, 41006 Sevilla|41006|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.96083|37.36943|120.00
ES*ERA*E25459|ERANOVUM E-MOBILITY S.L.|C. Pirita, 49, 47012 Valladolid|47012|ESP|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.70394|41.62104|120.00
ES*ERA*E25460|ERANOVUM E-MOBILITY S.L.|C. Penibética, 8, 41018 Sevilla|41018|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.97598|37.38522|22.00
ES*ERA*E25464|ERANOVUM E-MOBILITY S.L.|Calle Camino Cantalobos 11, 41008 Sevilla|41008|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.97461|37.41282|22.00
ES*ERA*E25465|ERANOVUM E-MOBILITY S.L.|Ctra, A-7281, Km. 4, 29200 Antequera, Málaga|29200|ESP|Antequera|APARCAMIENTO EN SUPERFICIE|-4.56192|37.03399|150.00
ES*ERA*E25167|ERANOVUM E-MOBILITY S.L.|C/ Alfabega, 46980 Paterna, Valencia|46989|ESP|Paterna|APARCAMIENTO EN SUPERFICIE|-0.43019|39.51026|7.40
ES*ERA*E25466|ERANOVUM E-MOBILITY S.L.|Camí Del Roig, 08389 Palafolls, Barcelona|8389|ESP|Palafolls|APARCAMIENTO EN SUPERFICIE|2.75352|41.67005|120.00
ES*ERA*E25493|ERANOVUM E-MOBILITY S.L.|Passeig Ramon Vall, 74, 08670 Navàs, Barcelona|8670|ESP|Navàs|APARCAMIENTO EN SUPERFICIE|1.87766|41.90206|120.00
ES*ERA*E25494|ERANOVUM E-MOBILITY S.L.|C. Estación De Tranvías, 18-24, 18110 Las Gabias, Granada|18110|ESP|Las Gabias|APARCAMIENTO EN SUPERFICIE|-3.66574|37.13783|22.00
ES*ERA*E25496|ERANOVUM E-MOBILITY S.L.|Barrio La Cruz, S/N, 33430 Candás, Asturias|33430|ESP|Candás|APARCAMIENTO EN SUPERFICIE|-5.77572|43.58776|60.00
ES*ERA*E25350|ERANOVUM E-MOBILITY S.L.|Rúa Da Alameda, 6, 32500 O Carballiño, Ourense|32500|ESP|Carballino|APARCAMIENTO EN SUPERFICIE|-8.07789|42.4307|7.40
ES*ERA*E25498|ERANOVUM E-MOBILITY S.L.|C. Jerónimo Sta. Fe, 41, 30800 Lorca, Murcia|30800|ESP|Lorca|APARCAMIENTO EN SUPERFICIE|-1.70185|37.66721|30.00
ES*ERA*E25508|ERANOVUM E-MOBILITY S.L.|C. Ermita, 3, 30860 Puerto De Mazarrón, Murcia|30860|ESP|Puerto de Mazarrón|APARCAMIENTO EN SUPERFICIE|-1.2616|37.56871|7.40
ES*ERA*E25185|ERANOVUM E-MOBILITY S.L.|Av. De Madrid, 166, Sants-Montjuïc, 08028 Barcelona|8028|ESP|Barcelona|APARCAMIENTO EN SUPERFICIE|2.13137|41.38025|7.40
ES*ERA*E25169|ERANOVUM E-MOBILITY S.L.|C. Louis Pasteur, 44, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-6.00434|37.4066|22.00
ES*ERA*E25512|ERANOVUM E-MOBILITY S.L.|C. Francisco De Xerez, 41092 Sevilla|41092|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.99976|37.41054|120.00
ES*ERA*E25510|ERANOVUM E-MOBILITY S.L.|C. Joaquín Morte, 35, 30600 Archena, Murcia|30600|ESP|Archena|APARCAMIENTO EN SUPERFICIE|-1.30452|38.11516|60.00
ES*ERA*E25294|ERANOVUM E-MOBILITY S.L.|C. Castilla La Mancha, 181, 41909 Salteras, Sevilla|41909|ESP|Salteras|APARCAMIENTO EN SUPERFICIE|-6.05513|37.45534|120.00
ES*ERA*E25514|ERANOVUM E-MOBILITY S.L.|C. Francisco Rivera Ordoñez, 5, 41610 Paradas, Sevilla|41610|ESP|Paradas|APARCAMIENTO EN SUPERFICIE|-5.50505|37.28863|120.00
ES*ERA*E25214|ERANOVUM E-MOBILITY S.L.|C. Encinar, 47, 04720 Aguadulce, Almería|4720|ESP|Aguadulce|APARCAMIENTO EN SUPERFICIE|-2.57451|36.81347|60.00
ES*ERA*E25519|ERANOVUM E-MOBILITY S.L.|Carrer De Saragossa, 44, 12596 Torreblanca, Castelló|12596|ESP|Torreblanca|APARCAMIENTO EN SUPERFICIE|0.1996|40.21912|7.40
ES*ERA*E25515|ERANOVUM E-MOBILITY S.L.|Lugar, Pozu El Barreñu, 401A, 33540 Arriondas, Asturias|33540|ESP|Arriondas|APARCAMIENTO EN SUPERFICIE|-5.18566|43.38326|60.00
ES*ERA*E25522|ERANOVUM E-MOBILITY S.L.|Calle Camino De La Cerámica, 4, 33194 Oviedo, Asturias|33011|ESP|Oviedo|APARCAMIENTO EN SUPERFICIE|-5.83324|43.37836|22.00
ES*ERA*E25524|ERANOVUM E-MOBILITY S.L.|C. La Trinchera, 18650 Dúrcal, Granada|18659|ESP|Dúrcal|APARCAMIENTO EN SUPERFICIE|-3.577|36.99913|120.00
ES*ERA*E25521|ERANOVUM E-MOBILITY S.L.|C. Sánchez Perrier, 12, 41009 Sevilla|41009|ESP|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.98527|37.40407|22.00
